document_id,date,url,media,replies,reblogs,favourites,content,about_iran,classification_reason,model
66,2025-06-24 16:36:00.915000+00:00,https://truthsocial.com/@realDonaldTrump/114739312121087007,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/739/311/815/656/092/original/c9716b0491e2a466.png,156,412,1867,https://www.foxnews.com/opinion/morning-glory-trumps-signature-quote-iran-cements-decisive-success,True,Title references Iran,openai/gpt-oss-20b
79,2025-06-26 12:07:23.550000+00:00,https://truthsocial.com/@realDonaldTrump/114749580476669594,N/A,573,1448,6395,Rumor is that the Failing New York Times and Fake News CNN will be firing the reporters who made up the FAKE stories on the Iran Nuclear sites because they got it so wrong. Lets see what happens?,True,mentions Iran nuclear sites,openai/gpt-oss-20b
81,2025-07-04 03:58:53.663000+00:00,https://truthsocial.com/@realDonaldTrump/114792958107210722,N/A,79,489,2145,https://nypost.com/2025/07/03/opinion/trump-notches-wins-on-iran-budget-courts-and-more/,True,Article title references Iran.,openai/gpt-oss-20b
18,2025-07-04 04:04:14.190000+00:00,https://truthsocial.com/@realDonaldTrump/114792979110904202,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/792/978/799/897/581/original/da0539aede320764.jpg,235,739,3170,N/A,False,No content about Iran,openai/gpt-oss-20b
29,2025-07-25 00:36:49.526000+00:00,https://truthsocial.com/@realDonaldTrump/114911072057863888,N/A,336,848,3059,"To the Great People of North Carolina, one of the most capable executives in our Country successfully ran, along with Lara Trump, the Republican National Committee. He happens to live in your incredible State, which I love, and won, including Primaries, six times in a row! My relationship with you has been fantastic, and only enhanced by the job I did after January 20th, when I took over the flood drenched areas that were abandoned by Sleepy Joe Biden and your Governor, and, through the infusion of money and hard work, fixed the problem like nobody else has the ability to do. The one that energized that project, and so many more, was the Chairman of the RNC, Michael Whatley. I am sending this Statement out for a very good reason. Mike would make an unbelievable Senator from North Carolina. He is fantastic at everything he does, and he was certainly great at the RNC where, in the Presidential Election, we won every Swing State, the Popular Vote, and the Electoral College by a landslide! But I have a mission for my friends in North Carolina, and that is to get Michael Whatley to run for the U.S. Senate. He is STRONG on the Border, stopping Crime, supporting our Military/Veterans, cutting Taxes, and saving our always under siege Second Amendment. I need him in Washington, and I need him representing YOU! Fortunately, I have somebody who will do a wonderful job as the Chairman of the RNC. His name is, Joe Gruters, and he will have my Complete and Total Endorsement. So, should Michael Whatley run for the Senate, please let this notification represent my Complete and Total Endorsement. HE WILL NEVER LET YOU DOWN!",False,"The post discusses US political figures and North Carolina, with no reference to Iran or related topics.",openai/gpt-oss-20b
78,2025-07-29 14:19:12.113000+00:00,https://truthsocial.com/@realDonaldTrump/114936955015376533,N/A,552,3081,13520,"""From Iran to the border, Trump takes on America's toughest fights"" https://www.washingtontimes.com/news/2025/jul/3/iran-border-trump-takes-americas-toughest-fights/",True,Title references Iran,openai/gpt-oss-20b
20,2025-12-27 12:38:37.912000+00:00,https://truthsocial.com/@realDonaldTrump/115791568431162058,N/A,1648,6244,22640,"Blue states created an election trimester for ballots, now Trump conservatives are pushing back: https://justthenews.com/politics-policy/elections/satliberal-states-created-election-trimester-ballots-now-conservatives",False,No reference to Iran or Iranian topics.,openai/gpt-oss-20b
0,2026-01-22 20:49:33.673000+00:00,https://truthsocial.com/@realDonaldTrump/115940718914667214,N/A,1340,4693,17558,"Based on his testimony today, there is no question that Deranged Jack Smith should be prosecuted for his actions. He destroyed the lives of many innocent people, which has been his history as a prosecutor. At a minimum, he committed large scale perjury!",False,No reference to Iran or Iranian actors,openai/gpt-oss-20b
26,2026-02-02 05:09:43.303000+00:00,https://truthsocial.com/@realDonaldTrump/115999308729888006,N/A,931,4022,16321,DOJ investigating Walz and Frey as Democrats continue anti-ICE rhetoric: https://www.foxnews.com/video/6388458456112,False,"The post discusses U.S. political figures and immigration policy, with no reference to Iran or related topics.",openai/gpt-oss-20b
90,2026-02-04 00:28:04.778000+00:00,https://truthsocial.com/@realDonaldTrump/116009525888634030,N/A,1843,3750,15892,Jeb Bush heaps praise on Trump's 'unprecedented support' for Iranians 10 years after heated primary: https://www.foxnews.com/politics/jeb-bush-heaps-praise-trumps-unprecedented-support-iranians-10-years-after-raucous-primary/,True,"The post discusses Trump’s support for Iranians, referencing Iranian people and political context.",openai/gpt-oss-20b
86,2026-03-01 17:21:44.094000+00:00,https://truthsocial.com/@realDonaldTrump/116155069503653714,N/A,3486,7889,31395,"I have just been informed that we have destroyed and sunk 9 Iranian Naval Ships, some of them relatively large and important. We are going after the rest — They will soon be floating at the bottom of the sea, also! In a different attack, we largely destroyed their Naval Headquarters. Other than that, their Navy is doing very well! PRESIDENT DONALD J. TRUMP",True,mentions Iranian naval ships and navy,openai/gpt-oss-20b
62,2026-03-07 02:18:35.214000+00:00,https://truthsocial.com/@realDonaldTrump/116185492043628345,N/A,1025,4563,17539,GREGG JARRETT: Democrat war powers vote was an unconstitutional way to halt Iran strikes: https://www.foxnews.com/opinion/gregg-jarrett-democrat-war-powers-vote-unconstitutional-way-halt-iran-strikes,True,Mentions Iran strikes and Iran,openai/gpt-oss-20b
75,2026-03-08 22:54:41.907000+00:00,https://truthsocial.com/@realDonaldTrump/116196014942465383,N/A,6159,9535,39578,"Short term oil prices, which will drop rapidly when the destruction of the Iran nuclear threat is over, is a very small price to pay for U.S.A., and World, Safety and Peace. ONLY FOOLS WOULD THINK DIFFERENTLY!President DJT",True,Mentions Iran nuclear threat,openai/gpt-oss-20b
52,2026-03-14 01:38:12.453000+00:00,https://truthsocial.com/@realDonaldTrump/116224969438347868,N/A,0,0,0,"RT @realDonaldTrumpMoments ago, at my direction, the United States Central Command executed one of the most powerful bombing raids in the History of the Middle East, and totally obliterated every MILITARY target in Iran's crown jewel, Kharg Island. Our Weapons are the most powerful and sophisticated that the World has ever known but, for reasons of decency, I have chosen NOT to wipe out the Oil Infrastructure on the Island. However, should Iran, or anyone else, do anything to interfere with the Free and Safe Passage of Ships through the Strait of Hormuz, I will immediately reconsider this decision. During my First Term, and currently, I rebuilt our Military into the Most Lethal, Powerful, and Effective Force, by far, anywhere in the World. Iran has NO ability to defend anything that we want to attack — There is nothing they can do about it! Iran will NEVER have a nuclear weapon, nor will it have the ability to threaten the United States of America, the Middle East or, for that matter, the World! Iran's Military, and all others involved with this Terrorist Regime, would be wise to lay down their arms, and save what's left of their country, which isn't much! Thank you for your attention to this matter. President DONALD J. TRUMP",True,"The post explicitly references Iran, its military, and strategic locations.",openai/gpt-oss-20b
59,2026-03-14 03:53:38.890000+00:00,https://truthsocial.com/@realDonaldTrump/116225502010036899,N/A,3187,7593,32803,"The Fake News Media hates to report how well the United States Military has done against Iran, which is totally defeated and wants a deal - But not a deal that I would accept! Thank you for your attention to this matter. President DJT",True,Mentions Iran and U.S. military actions against it.,openai/gpt-oss-20b
58,2026-03-18 12:35:32.267000+00:00,https://truthsocial.com/@realDonaldTrump/116250203405172359,N/A,2023,5176,21383,"I wonder what would happen if we ""finished off"" what's left of the Iranian Terror State, and let the Countries that use it, we don't, be responsible for the so called ""Strait?"" That would get some of our non-responsive ""Allies"" in gear, and fast!!! President DJT",True,mentions the Iranian Terror State,openai/gpt-oss-20b
56,2026-03-23 11:23:40.184000+00:00,https://truthsocial.com/@realDonaldTrump/116278232362967212,N/A,8306,9890,41472,"I AM PLEASED TO REPORT THAT THE UNITED STATES OF AMERICA, AND THE COUNTRY OF IRAN, HAVE HAD, OVER THE LAST TWO DAYS, VERY GOOD AND PRODUCTIVE CONVERSATIONS REGARDING A COMPLETE AND TOTAL RESOLUTION OF OUR HOSTILITIES IN THE MIDDLE EAST. BASED ON THE TENOR AND TONE OF THESE IN DEPTH, DETAILED, AND CONSTRUCTIVE CONVERSATIONS, WHICH WILL CONTINUE THROUGHOUT THE WEEK, I HAVE INSTRUCTED THE DEPARTMENT OF WAR TO POSTPONE ANY AND ALL MILITARY STRIKES AGAINST IRANIAN POWER PLANTS AND ENERGY INFRASTRUCTURE FOR A FIVE DAY PERIOD, SUBJECT TO THE SUCCESS OF THE ONGOING MEETINGS AND DISCUSSIONS. THANK YOU FOR YOUR ATTENTION TO THIS MATTER! PRESIDENT DONALD J. TRUMP",True,"The post explicitly discusses US-Iran relations, military actions against Iran, and references Iran.",openai/gpt-oss-20b
57,2026-03-25 15:30:40.726000+00:00,https://truthsocial.com/@realDonaldTrump/116290528260288417,N/A,2165,6115,25337,"The Radical Left, Country Hating Democrats are trying to create inner chaos to take away from the great military achievement we are having in Iran. They hate seeing us WIN so completely and decisively, but the American public sees what is going on. AMERICA FIRST! President DJT",True,mentions Iran and a military achievement there,openai/gpt-oss-20b
91,2026-03-26 10:16:57.735000+00:00,https://truthsocial.com/@realDonaldTrump/116294956989451533,N/A,2290,6527,24741,"NATO NATIONS HAVE DONE ABSOLUTELY NOTHING TO HELP WITH THE LUNATIC NATION, NOW MILITARILY DECIMATED, OF IRAN. THE U.S.A. NEEDS NOTHING FROM NATO, BUT ""NEVER FORGET"" THIS VERY IMPORTANT POINT IN TIME! President DONALD J. TRUMP",True,mentions Iran explicitly,openai/gpt-oss-20b
76,2026-03-27 18:16:32.157000+00:00,https://truthsocial.com/@realDonaldTrump/116302505060458396,N/A,2755,5546,26917,Going to make a big speech on economics in Miami. Our Military Operation in Iran is going GREAT! President DJT,True,mentions Iran and a military operation,openai/gpt-oss-20b
65,2026-03-30 11:26:45.164000+00:00,https://truthsocial.com/@realDonaldTrump/116317880658472708,N/A,3956,7799,30947,"The United States of America is in serious discussions with A NEW, AND MORE REASONABLE, REGIME to end our Military Operations in Iran. Great progress has been made but, if for any reason a deal is not shortly reached, which it probably will be, and if the Hormuz Strait is not immediately ""Open for Business,"" we will conclude our lovely ""stay"" in Iran by blowing up and completely obliterating all of their Electric Generating Plants, Oil Wells and Kharg Island (and possibly all desalinization plants!), which we have purposefully not yet ""touched."" This will be in retribution for our many soldiers, and others, that Iran has butchered and killed over the old Regime's 47 year ""Reign of Terror."" Thank you for your attention to this matter. President DONALD J. TRUMP",True,"The post explicitly discusses U.S. military operations, negotiations, and potential actions in Iran.",openai/gpt-oss-20b
74,2026-03-30 12:27:45.625000+00:00,https://truthsocial.com/@realDonaldTrump/116318120548204193,N/A,1878,4740,19358,The current war in Iran may prevent much greater bloodshed: https://thehill.com/opinion/national-security/5804535-the-current-war-in-iran-may-prevent-much-greater-bloodshed/,True,mentions Iran,openai/gpt-oss-20b
80,2026-04-07 12:06:39.151000+00:00,https://truthsocial.com/@realDonaldTrump/116363336033995961,N/A,14788,13132,54689,"A whole civilization will die tonight, never to be brought back again. I don't want that to happen, but it probably will. However, now that we have Complete and Total Regime Change, where different, smarter, and less radicalized minds prevail, maybe something revolutionarily wonderful can happen, WHO KNOWS? We will find out tonight, one of the most important moments in the long and complex history of the World. 47 years of extortion, corruption, and death, will finally end. God Bless the Great People of Iran!",True,mentions Iran,openai/gpt-oss-20b
95,2026-04-09 03:46:41.054000+00:00,https://truthsocial.com/@realDonaldTrump/116372694697146221,N/A,5772,10254,43933,"All U.S. Ships, Aircraft, and Military Personnel, with additional Ammunition, Weaponry, and anything else that is appropriate and necessary for the lethal prosecution and destruction of an already substantially degraded Enemy, will remain in place in, and around, Iran, until such time as the REAL AGREEMENT reached is fully complied with. If for any reason it is not, which is highly unlikely, then the ""Shootin' Starts,"" bigger, and better, and stronger than anyone has ever seen before. It was agreed, a long time ago, and despite all of the fake rhetoric to the contrary - NO NUCLEAR WEAPONS and, the Strait of Hormuz WILL BE OPEN & SAFE. In the meantime our great Military is Loading Up and Resting, looking forward, actually, to its next Conquest. AMERICA IS BACK!",True,The post explicitly mentions Iran and related military actions.,openai/gpt-oss-20b
83,2026-04-13 20:54:36.156000+00:00,https://truthsocial.com/@realDonaldTrump/116399385880639539,N/A,2994,5647,22523,"For those people that still read The Failing New York Times and, despite the fact that Iran has been totally OBLITERATED, Militarily, and otherwise, you would think that Iran is actually winning or, at the very least, doing quite well — But that's not true, and The New York Times knows that it's FAKE NEWS! When does this Corrupt Media Outlet apologize for their LIES and horrible actions against me, my supporters, and our Country itself! HAVE THEY NO SHAME? HAVE THEY NO SENSE OF DECENCY? President DONALD J. TRUMP",True,mentions Iran and its military situation,openai/gpt-oss-20b
92,2026-04-19 18:47:24.648000+00:00,https://truthsocial.com/@realDonaldTrump/116432859604499088,N/A,414,3126,13606,"Trump, Iran and the Bottom Line for American Interests: https://www.realclearpolitics.com/articles/2026/04/17/trump_iran_and_the_bottom_line_for_american_interests.html",True,The post title explicitly mentions Iran.,openai/gpt-oss-20b
85,2026-04-19 18:47:37.111000+00:00,https://truthsocial.com/@realDonaldTrump/116432860421226752,N/A,771,4064,18081,McLaughlin Poll: Voters Back Trump on Iran: https://www.newsmax.com/mclaughlin/midterm-republican-voters/2026/04/17/id/1253286/,True,Title references Iran,openai/gpt-oss-20b
97,2026-04-19 19:23:20.602000+00:00,https://truthsocial.com/@realDonaldTrump/116433000897070863,N/A,3227,8953,37177,"Today, an Iranian-flagged cargo ship named TOUSKA, nearly 900 feet long and weighing almost as much as an aircraft carrier, tried to get past our Naval Blockade, and it did not go well for them. The U.S. Navy Guided Missile Destroyer USS SPRUANCE intercepted the TOUSKA in the Gulf of Oman, and gave them fair warning to stop. The Iranian crew refused to listen, so our Navy ship stopped them right in their tracks by blowing a hole in the engineroom. Right now, U.S. Marines have custody of the vessel. The TOUSKA is under U.S. Treasury Sanctions because of their prior history of illegal activity. We have full custody of the ship, and are seeing what's on board! President DONALD J. TRUMP",True,"Mentions an Iranian-flagged ship, Iranian crew, and U.S. actions against it.",openai/gpt-oss-20b
51,2026-04-20 02:54:03.972000+00:00,https://truthsocial.com/@realDonaldTrump/116434773211303526,N/A,1083,4324,19299,McLaughlin Poll: Voters Back Trump on Iran: https://www.newsmax.com/mclaughlin/midterm-republican-voters/2026/04/17/id/1253286/,True,Title references Iran,openai/gpt-oss-20b
93,2026-04-20 14:16:38.257000+00:00,https://truthsocial.com/@realDonaldTrump/116437457191403164,N/A,5541,8853,38604,"Israel never talked me into the war with Iran, the results of Oct. 7th, added to my lifelong opinion that IRAN CAN NEVER HAVE A NUCLEAR WEAPON, did. I watch and read the FAKE NEWS Pundits and Polls in total disbelief. 90% of what they say are lies and made up stories, and the polls are rigged, much as the 2020 Presidential Election was rigged. Just like the results in Venezuela, which the media doesn't like talking about, the results in Iran will be amazing - And if Iran's new leaders (Regime Change!) are smart, Iran can have a great and prosperous future! President DJT",True,"The post discusses Iran, its leaders, nuclear program, and Israel-Iran relations.",openai/gpt-oss-20b
67,2026-04-20 17:35:37.313000+00:00,https://truthsocial.com/@realDonaldTrump/116438239629407600,N/A,1754,5587,22000,"The DEAL that we are making with Iran will be FAR BETTER than the JCPOA, commonly referred to as ""The Iran Nuclear Deal,"" penned by Barack Hussein Obama and Sleepy Joe Biden, one of the Worst Deals ever made having to do with the Security of our Country. It was a guaranteed Road to a Nuclear Weapon, which will not, and cannot, happen with the Deal we're working on. They actually gave $1.7 Billion Dollars in ""GREEN"" Cash, loaded into a Boeing 757, and flown to Iran for Iranian leadership to spend anyway they saw fit. He emptied out all of the Cash from Banks in D.C., Virginia, and Maryland. Those Bankers said they've never seen anything like it before. In addition, Hundreds of Billions of Dollars was paid to Iran. If I did not terminate that ""Deal,"" Nuclear Weapons would have been used on Israel, and all over the Middle East, including our cherished U.S. Military Bases. The Fake News, like Lightweight Washington Post ""Journalist"" David Ignatius, loves to talk about the JCPOA, knowing that it was DANGEROUS, and a Complete Embarrassment to our Country. If a Deal happens under ""TRUMP,"" it will guarantee Peace, Security, and Safety, not only for Israel and the Middle East, but for Europe, America, and everywhere else. It will be something that the entire World will be proud of, instead of the years of Embarrassment and Humiliation that we have been forced to suffer due to incompetent and cowardly leadership! President DONALD J. TRUMP",True,"The post discusses the JCPOA, Iranian leadership, and nuclear concerns involving Iran.",openai/gpt-oss-20b
61,2026-04-20 18:11:42.394000+00:00,https://truthsocial.com/@realDonaldTrump/116438381520104888,N/A,6878,11063,49440,"I'm winning a War, BY A LOT, things are going very well, our Military has been amazing and, if you read the Fake News, like The Failing New York Times, the absolutely horrendous and disgusting Wall Street Journal, or the now almost defunct, fortunately, Washington Post, you would actually think we are losing the War. The enemy is confused, because they get these same Media ""reports,"" and yet they realize their Navy has been completely wiped out, their Air Force has gone onto darker runways, they have no Anti Missile or Anti Airplane Equipment, their former leaders are mostly gone (This has been, in addition to everything else, Regime Change!), and perhaps, most important of all, THE BLOCKADE, which we will not take off until there is a ""DEAL,"" is absolutely destroying Iran. They are losing $500 Million Dollars a day, an unsustainable number, even in the short run. The Anti-America Fake News Media is rooting for Iran to win, but it's not going to happen, because I'm in charge! Just like these unpatriotic people used every ounce of their limited strength to fight me in the Election, they continue to do so with Iran. The result will be the same — It already is! President DONALD J. TRUMP",True,The post explicitly mentions Iran and discusses a blockade affecting the country.,openai/gpt-oss-20b
73,2026-04-22 15:34:55.250000+00:00,https://truthsocial.com/@realDonaldTrump/116449089632063189,N/A,837,2707,10664,MORNING GLORY: Will President Trump go full Sherman in the war on Iran?https://www.foxnews.com/opinion/morning-glory-president-trump-go-full-sherman-war-iran,True,The post explicitly mentions Iran and discusses a potential war involving Iran.,openai/gpt-oss-20b
37,2026-04-27 20:06:30.200000+00:00,https://truthsocial.com/@realDonaldTrump/116478469092308736,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/116/478/468/998/361/525/original/f25df8c3a3eedb88.png,1342,4120,18859,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116478468387174911,False,No indication that the linked content references Iran or related topics.,openai/gpt-oss-20b
64,2026-05-04 17:16:58.896000+00:00,https://truthsocial.com/@realDonaldTrump/116517438678419639,N/A,1823,4572,21755,"Iran has taken some shots at unrelated Nations with respect to the Ship Movement, PROJECT FREEDOM, including a South Korean Cargo Ship. Perhaps it's time for South Korea to come and join the mission! We've shot down seven small Boats or, as they like to call them, ""fast"" Boats. It's all they have left. Other than the South Korean Ship, there has been, at this moment, no damage going through the Strait. Secretary of War Pete Hegseth and Chairman of the Joint Chiefs of Staff, Dan Caine, will have a News Conference tomorrow morning. Thank you for your attention to this matter! President DONALD J. TRUMP",True,The post explicitly references Iran and its actions.,openai/gpt-oss-20b
94,2026-05-10 17:52:46.755000+00:00,https://truthsocial.com/@realDonaldTrump/116551553302876569,N/A,3417,5867,20857,"Iran has been playing games with the United States, and the rest of the World, for 47 years (DELAY, DELAY, DELAY!), and then finally hit ""pay dirt"" when Barack Hussein Obama became President. He was not only good to them, he was great, actually going to their side, jettisoning Israel, and all other Allies, and giving Iran a major and very powerful new lease on life. Hundreds of Billions of Dollars, and 1.7 Billion Dollars in green cash, flown into Tehran, was handed to them on a silver platter. Every Bank in D.C., Virginia, and Maryland was emptied out — It was so much money that when it arrived, the Iranian Thugs had no idea what to do with it. They had never seen money like this, and never will again. It was taken off the plane in suitcases and satchels, and the Iranians couldn't believe their luck. They finally found the greatest SUCKER of them all, in the form of a weak and stupid American President. He was a disaster as our ""Leader,"" but not as bad as Sleepy Joe Biden! For 47 years the Iranians have been ""tapping"" us along, keeping us waiting, killing our people with their roadside bombs, destroying protests, and recently wiping out 42,000 innocent, unarmed protestors, and laughing at our now GREAT AGAIN Country. They will be laughing no longer! President DONALD J. TRUMP",True,"The post discusses Iran, Tehran, Iranian actors, and US-Iran relations.",openai/gpt-oss-20b
53,2026-05-12 20:24:03.202000+00:00,https://truthsocial.com/@realDonaldTrump/116563472755399975,N/A,3340,6678,24605,"When the Fake News says that the Iranian enemy is doing well, Militarily, against us, it's virtual TREASON in that it is such a false, and even preposterous, statement. They are aiding and abetting the enemy! All it does is give Iran false hope when none should exist. These are American cowards that are rooting against our Country. Iran had 159 ships in their Navy — Every single ship is now resting at the bottom of the sea. They have no Navy, their Air Force is gone, all Technology is gone, their ""leaders"" are no longer with us, and the Country is an Economic Disaster. Only Losers, Ingrates, and Fools are able to make a case against America! President DONALD J. TRUMP",True,"The post explicitly mentions Iran, its military, leaders, and describes events involving Iran.",openai/gpt-oss-20b
4,2026-05-16 03:40:44.285000+00:00,https://truthsocial.com/@realDonaldTrump/116582176802983329,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/116/582/176/591/744/213/original/0f7ad0001e136b2b.png,1026,3485,13403,RT: https://truthsocial.com/users/realDonaldTrump/statuses/116582175749655803,False,No indication of Iran in the provided information.,openai/gpt-oss-20b
68,2026-05-29 18:10:10.310000+00:00,https://truthsocial.com/@realDonaldTrump/116659205590853554,N/A,0,0,1,"RT @realDonaldTrumpIran must agree that they will never have a Nuclear Weapon or Bomb. The Hormuz Strait must be immediately open, no tolls, for unrestricted shipping traffic, in both directions. All water mines (bombs), if any, will be terminated (we have removed, through detonation, numerous such mines with our great underwater mine sweepers. Iran will complete the immediate removal and/or detonation of any mines that are left, which will not be many!). Ships caught in the Strait due to our amazing and unprecedented Naval Blockade, which will now be lifted, may start the process of ""heading home!"" Say HELLO to your wives, husbands, parents, and families from me, your favorite President! The enriched material, sometimes referred to as ""Nuclear Dust,"" which is buried deep underground with virtually collapsed mountains, caused by our powerful B2 Bomber attack 11 months ago, sitting on top of it, will be unearthed by the United States (which, it is agreed, is the only Country, along with China, with the mechanical capability of doing so!), in close coordination and conjunction with the Islamic Republic of Iran, plus the International Atomic Energy Agency, and DESTROYED. No money will be exchanged, until further notice. Other items, of far less importance, have been agreed to. I will be meeting now, in the Situation Room, to make a final determination. Thank you for your attention to this matter! President DONALD J. TRUMP",True,"The post explicitly mentions Iran, the Islamic Republic of Iran, the Hormuz Strait, and Iran's nuclear program.",openai/gpt-oss-20b
